iter	Logloss
0	0.0928936245
1	0.08629987536
2	0.0784453163
3	0.07689752358
4	0.07600766724
5	0.0755408837
6	0.07472472492
7	0.07442028533
8	0.07403759678
9	0.07352981975
10	0.07321597531
11	0.07263715642
12	0.07255595463
13	0.07106901363
14	0.07076993286
15	0.07055604771
16	0.07046110684
17	0.07033491869
18	0.07021293248
19	0.07000837295
20	0.06976775168
21	0.06961143907
22	0.06951356679
23	0.06937686689
24	0.06926831341
25	0.06920654498
26	0.06913056282
27	0.06904414359
28	0.0689479864
29	0.0688514283
30	0.06880546265
31	0.06878174232
32	0.06875696175
33	0.0687023373
34	0.06859193157
35	0.06853099372
36	0.06848902684
37	0.06847388114
38	0.06843056059
39	0.06837219285
40	0.06836081029
41	0.06832961654
42	0.06828633814
43	0.06823733742
44	0.06820756747
45	0.06818915075
46	0.06816297265
47	0.06815245734
48	0.06811725878
49	0.0681046746
50	0.06810479196
51	0.06810360422
52	0.06810225314
53	0.06809650509
54	0.06809631024
55	0.06809631024
56	0.06809631024
57	0.06809631024
58	0.06809631024
59	0.06809631024
60	0.06809631024
61	0.06809631024
62	0.06809631024
63	0.06809631024
64	0.06809631024
65	0.06809631024
66	0.06809631024
67	0.06809631024
68	0.06809631024
69	0.06809631024
70	0.06809631024
71	0.06809631024
72	0.06809631024
73	0.06809631024
74	0.06809631024
75	0.06809631024
76	0.06809631024
77	0.06809631024
78	0.06809631024
79	0.06809631024
80	0.06809631024
81	0.06809631024
82	0.06809631024
83	0.06809631024
84	0.06809631024
85	0.06809631024
86	0.06809631024
87	0.06809631024
88	0.06809631024
89	0.06809631024
90	0.06809631024
91	0.06809631024
92	0.06809631024
93	0.06809631024
94	0.06809631024
95	0.06809631024
96	0.06809631024
97	0.06809631024
98	0.06809631024
99	0.06809631024
100	0.06809631024
101	0.06809631024
102	0.06809631024
103	0.06809631024
104	0.06809631024
105	0.06809631024
106	0.06809631024
107	0.06809631024
108	0.06809631024
109	0.06809631024
110	0.06809631024
111	0.06809631024
112	0.06809631024
113	0.06809631024
114	0.06809631024
115	0.06809631024
116	0.06809631024
117	0.06809631024
118	0.06809631024
119	0.06809631024
120	0.06809631024
121	0.06809631024
122	0.06809631024
123	0.06809631024
124	0.06809631024
125	0.06809631024
126	0.06809631024
127	0.06809631024
128	0.06809631024
129	0.06809631024
130	0.06809631024
131	0.06809631024
132	0.06809631024
133	0.06809631024
134	0.06809631024
135	0.06809631024
136	0.06809631024
137	0.06809631024
138	0.06809631024
139	0.06809631024
140	0.06809631024
141	0.06809631024
142	0.06809631024
143	0.06809631024
144	0.06809631024
145	0.06809631024
146	0.06809631024
147	0.06809631024
148	0.06809631024
149	0.06809631024
150	0.06809631024
151	0.06809631024
152	0.06809631024
153	0.06809631024
154	0.06809631024
155	0.06809631024
156	0.06809631024
157	0.06809631024
158	0.06809631024
159	0.06809631024
160	0.06809631024
161	0.06809631024
162	0.06809631024
163	0.06809631024
164	0.06809631024
165	0.06809631024
166	0.06809631024
167	0.06809631024
168	0.06809631024
169	0.06809631024
170	0.06809631024
171	0.06809631024
172	0.06809631024
173	0.06809631024
174	0.06809631024
175	0.06809631024
176	0.06809631024
177	0.06809631024
178	0.06809631024
179	0.06809631024
180	0.06809631024
181	0.06809631024
182	0.06809631024
183	0.06809631024
184	0.06809631024
185	0.06809631024
186	0.06809631024
187	0.06809631024
188	0.06809631024
189	0.06809631024
190	0.06809631024
191	0.06809631024
192	0.06809631024
193	0.06809631024
194	0.06809631024
195	0.06809631024
196	0.06809631024
197	0.06809631024
198	0.06809631024
199	0.06809631024
200	0.06809631024
201	0.06809631024
202	0.06809631024
203	0.06809631024
204	0.06809631024
205	0.06809631024
206	0.06809631024
207	0.06809631024
208	0.06809631024
209	0.06809631024
210	0.06809631024
211	0.06809631024
212	0.06809631024
213	0.06809631024
214	0.06809631024
215	0.06809631024
216	0.06809631024
217	0.06809631024
218	0.06809631024
219	0.06809631024
220	0.06809631024
221	0.06809631024
222	0.06809631024
223	0.06809631024
224	0.06809631024
225	0.06809631024
226	0.06809631024
227	0.06809631024
228	0.06809631024
229	0.06809631024
230	0.06809631024
231	0.06809631024
232	0.06809631024
233	0.06809631024
234	0.06809631024
235	0.06809631024
236	0.06809631024
237	0.06809631024
238	0.06809631024
239	0.06809631024
240	0.06809631024
241	0.06809631024
242	0.06809631024
243	0.06809631024
244	0.06809631024
245	0.06809631024
246	0.06809631024
247	0.06809631024
248	0.06809631024
249	0.06809631024
250	0.06809631024
251	0.06809631024
252	0.06809631024
253	0.06809631024
254	0.06809631024
255	0.06809631024
256	0.06809631024
257	0.06809631024
258	0.06809631024
259	0.06809631024
260	0.06809631024
261	0.06809631024
262	0.06809631024
263	0.06809631024
264	0.06809631024
265	0.06809631024
266	0.06809631024
267	0.06809631024
268	0.06809631024
269	0.06809631024
270	0.06809631024
271	0.06809631024
272	0.06809631024
273	0.06809631024
274	0.06809631024
275	0.06809631024
276	0.06809631024
277	0.06809631024
278	0.06809631024
279	0.06809631024
280	0.06809631024
281	0.06809631024
282	0.06809631024
283	0.06809631024
284	0.06809631024
285	0.06809631024
286	0.06809631024
287	0.06809631024
288	0.06809631024
289	0.06809631024
290	0.06809631024
291	0.06809631024
292	0.06809631024
293	0.06809631024
294	0.06809631024
295	0.06809631024
296	0.06809631024
297	0.06809631024
298	0.06809631024
299	0.06809631024
300	0.06809631024
301	0.06809631024
302	0.06809631024
303	0.06809631024
304	0.06809631024
305	0.06809631024
306	0.06809631024
307	0.06809631024
308	0.06809631024
309	0.06809631024
310	0.06809631024
311	0.06809631024
312	0.06809631024
313	0.06809631024
314	0.06809631024
315	0.06809631024
316	0.06809631024
317	0.06809631024
318	0.06809631024
319	0.06809631024
320	0.06809631024
321	0.06809631024
322	0.06809631024
323	0.06809631024
324	0.06809631024
325	0.06809631024
326	0.06809631024
327	0.06809631024
328	0.06809631024
329	0.06809631024
330	0.06809631024
331	0.06809631024
332	0.06809631024
333	0.06809631024
334	0.06809631024
335	0.06809631024
336	0.06809631024
337	0.06809631024
338	0.06809631024
339	0.06809631024
340	0.06809631024
341	0.06809631024
342	0.06809631024
343	0.06809631024
344	0.06809631024
345	0.06809631024
346	0.06809631024
347	0.06809631024
348	0.06809631024
349	0.06809631024
350	0.06809631024
351	0.06809631024
352	0.06809631024
353	0.06809631024
354	0.06809631024
355	0.06809631024
356	0.06809631024
357	0.06809631024
358	0.06809631024
359	0.06809631024
360	0.06809631024
361	0.06809631024
362	0.06809631024
363	0.06809631024
364	0.06809631024
365	0.06809631024
366	0.06809631024
367	0.06809631024
368	0.06809631024
369	0.06809631024
370	0.06809631024
371	0.06809631024
372	0.06809631024
373	0.06809631024
374	0.06809631024
375	0.06809631024
376	0.06809631024
377	0.06809631024
378	0.06809631024
379	0.06809631024
380	0.06809631024
381	0.06809631024
382	0.06809631024
383	0.06809631024
384	0.06809631024
385	0.06809631024
386	0.06809631024
387	0.06809631024
388	0.06809631024
389	0.06809631024
390	0.06809631024
391	0.06809631024
392	0.06809631024
393	0.06809631024
394	0.06809631024
395	0.06809631024
396	0.06809631024
397	0.06809631024
398	0.06809631024
399	0.06809631024
400	0.06809631024
401	0.06809631024
402	0.06809631024
403	0.06809631024
404	0.06809631024
405	0.06809631024
406	0.06809631024
407	0.06809631024
408	0.06809631024
409	0.06809631024
410	0.06809631024
411	0.06809631024
412	0.06809631024
413	0.06809631024
414	0.06809631024
415	0.06809631024
416	0.06809631024
417	0.06809631024
418	0.06809631024
419	0.06809631024
420	0.06809631024
421	0.06809631024
422	0.06809631024
423	0.06809631024
424	0.06809631024
425	0.06809631024
426	0.06809631024
427	0.06809631024
428	0.06809631024
429	0.06809631024
430	0.06809631024
431	0.06809631024
432	0.06809631024
433	0.06809631024
434	0.06809631024
435	0.06809631024
436	0.06809631024
437	0.06809631024
438	0.06809631024
439	0.06809631024
440	0.06809631024
441	0.06809631024
442	0.06809631024
443	0.06809631024
444	0.06809631024
445	0.06809631024
446	0.06809631024
447	0.06809631024
448	0.06809631024
449	0.06809631024
450	0.06809631024
451	0.06809631024
